ligand,receptor,pathway,function,AX,LA,LV,RA,RV,SP,mean_score
CD55,C3,cell_surface_ligand,functional,0.0,0.0,0.5464162825337354,0.0,0.0,0.0,0.09106938042228924
SERPINF1,PLXDC1,ligand,functional,0.5450010128581662,0.0,0.0,0.0,0.0,0.0,0.0908335021430277
PRG4,CD44,ligand,functional,0.09808253268626874,0.25819300346143353,0.048612168577474094,0.0,0.0,0.13948016202935154,0.09072797779242131
PDGFRB,STAT3,cell_adhesion,functional,0.5437329908467765,0.0,0.0,0.0,0.0,0.0,0.09062216514112942
BGN,TLR2,ecm,functional,0.0,0.0,0.0,0.0,0.265523707559531,0.27713097627856825,0.09044244730634987
ADIPOQ,CXCL12,ligand,functional,0.0,0.23617013185735433,0.12253679037346517,0.0,0.1806168699511768,0.0,0.0898872986969994
PDGFRA,PLCG2,cell_adhesion,functional,0.0,0.266713383056981,0.0,0.0,0.0,0.27208562078625476,0.08979983397387263
SERPINF1,LRP6,ligand,functional,0.3155199751316286,0.0,0.21920225575905714,0.0,0.0,0.0,0.08912037181511429
DCN,TLR2,ligand,functional,0.0,0.0,0.0,0.0,0.2606138329853674,0.2714330416302661,0.08867447910260558
COL4A2,DDR2,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.5254029801242737,0.08756716335404562
COL3A1,ITGB5,ecm,functional,0.5240021840699888,0.0,0.0,0.0,0.0,0.0,0.08733369734499813
TNXB,ITGA8,ecm,functional,0.0,0.24218930518865192,0.0,0.27974744044471295,0.0,0.0,0.08698945760556082
CCL2,CCR1,ligand,functional,0.11004143719177385,0.16536021694693517,0.0,0.0,0.24637729652791973,0.0,0.08696315844443814
COL1A2,ITGA8,ecm,functional,0.0,0.0,0.06624468621499435,0.0,0.2022709797320355,0.2531710888591485,0.08694779246769639
ACTB,NR3C1,ecm,functional,0.5215310262006063,0.0,0.0,0.0,0.0,0.0,0.08692183770010105
TLR2,CD14,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.2664297068998245,0.2548522812411389,0.08688033135682723
CD14,TLR2,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.2664297068998245,0.25485228124113896,0.08688033135682723
COMP,COL1A1,ecm,functional,0.15493021881868685,0.19995822241671785,0.0,0.0,0.042209176037559894,0.11920367687187644,0.08605021569080684
ANXA1,STAT3,ligand,functional,0.5148305878108168,0.0,0.0,0.0,0.0,0.0,0.08580509796846947
VIM,ARHGEF2,ecm,functional,0.5128875814891571,0.0,0.0,0.0,0.0,0.0,0.08548126358152619
COL6A3,ITGB5,ecm,functional,0.5125039753933891,0.0,0.0,0.0,0.0,0.0,0.08541732923223151
COL4A1,DDR2,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.5093263878372216,0.0848877313062036
COL1A1,ITGA8,ecm,functional,0.0,0.16837330207104714,0.036326283109664556,0.0,0.12308564845172311,0.1781024463654555,0.08431461333298172
HSP90AA1,SGK1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.5035025594698957,0.08391709324498263
THBS4,ITGB5,ecm,functional,0.5021925521326472,0.0,0.0,0.0,0.0,0.0,0.08369875868877454
COMP,COL1A2,ecm,functional,0.24534285813315732,0.0,0.0,0.0,0.07253213342830148,0.17623803839714733,0.0823521716597677
TGM1,FN1,ecm_regulator,functional,0.0,0.1632113658285564,0.0,0.24057352008121677,0.08745632041124458,0.0,0.08187353438683628
COL1A2,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.49123074037204895,0.0,0.08187179006200816
ICAM1,ITGB2,ligand,functional,0.14189078224702345,0.0,0.0,0.3490962887211606,0.0,0.0,0.08183117849469734
ITGB2,ICAM1,cell_surface_ligand,functional,0.14189078224702348,0.0,0.0,0.3490962887211606,0.0,0.0,0.08183117849469734
SRGN,STAT3,cell_adhesion,functional,0.49093512067834993,0.0,0.0,0.0,0.0,0.0,0.08182252011305832
F10,ITGB2,ecm_regulator,functional,0.12234381257381785,0.0,0.0,0.3681181149877341,0.0,0.0,0.081743654593592
FN1,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.4888520812636033,0.0,0.08147534687726722
RARRES2,CMKLR1,ligand,functional,0.08235828784387506,0.0,0.07303135290241386,0.33175363461262125,0.0,0.0,0.0811905458931517
ANXA1,NFE2L2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.48557722856840585,0.08092953809473431
CCL21,CXCR4,ligand,functional,0.0,0.1813435132354092,0.08358627464229697,0.07126366251205636,0.14810818381812027,0.0,0.08071693903464712
ADIPOQ,LIPE,ligand,functional,0.0,0.22569886469720743,0.085041140429882,0.07938932945983966,0.09411680679597528,0.0,0.08070769023048406
THBS2,ITGAV,ecm,functional,0.0,0.0,0.0,0.0,0.484152920381534,0.0,0.08069215339692233
FN1,FPR1,ecm,functional,0.17624478670881555,0.3015409877961508,0.0,0.0,0.0,0.0,0.07963096241749439
TFPI,LRP1,ecm,functional,0.4775229928478823,0.0,0.0,0.0,0.0,0.0,0.07958716547464705
TGFBR1,MAP3K20,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.47620099065028754,0.07936683177504793
VIM,PAK1,ecm,functional,0.0,0.0,0.19077708346565947,0.0,0.0,0.2816132924599853,0.07873172932094079
FN1,ITGA2,ecm,functional,0.0,0.16332409792123748,0.0,0.19738144122869702,0.1116484711450913,0.0,0.0787256683825043
TGFBR3,TGFB1,ligand,functional,0.0,0.0,0.14830160009579407,0.3238819013259799,0.0,0.0,0.07869725023696232
TGFB1,TGFBR3,ligand,functional,0.0,0.0,0.1483016000957941,0.3238819013259798,0.0,0.0,0.07869725023696232
TGFBR1,TGFBR3,cell_adhesion,functional,0.0,0.0,0.0,0.2520918076920832,0.0,0.2181684418269158,0.0783767082531665
COL1A1,ITGB4,ecm,functional,0.15833660128499202,0.0,0.11824637592050644,0.0,0.193084889055612,0.0,0.07827797771018508
MMRN2,CD93,ligand,functional,0.4694104292135254,0.0,0.0,0.0,0.0,0.0,0.07823507153558756
MMRN2,CD248,ligand,functional,0.2871119070440023,0.0,0.18028036490594487,0.0,0.0,0.0,0.07789871199165786
TNFSF12,CD163,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.46419397766018394,0.07736566294336399
FN1,ITGA10,ecm,functional,0.12554249029121645,0.2903751317321726,0.04730806439995225,0.0,0.0,0.0,0.07720428107055688
TNC,SDC2,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.462694178913719,0.07711569648561983
THBS1,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.46173329300566757,0.0,0.07695554883427792
CD209,ICAM1,ligand,functional,0.11649297625025716,0.23205289818699562,0.11302453984980051,0.0,0.0,0.0,0.07692840238117554
ICAM1,CD209,ligand,functional,0.11649297625025716,0.2320528981869955,0.11302453984980047,0.0,0.0,0.0,0.07692840238117553
THBS1,VCAM1,ecm,functional,0.11723789186451011,0.0,0.08459001636783016,0.0,0.25928427871609466,0.0,0.07685203115807249
CXCL12,ROCK1,ligand,functional,0.0,0.45992034838779,0.0,0.0,0.0,0.0,0.076653391397965
CXCL12,CCR1,ligand,functional,0.0,0.2013682941534768,0.0,0.0,0.2571986107330414,0.0,0.07642781748108636
COL6A2,ITGB8,ecm,functional,0.1766978317129454,0.0,0.0,0.2800021988526157,0.0,0.0,0.07611667176092685
FN1,TEK,ecm,functional,0.0,0.0,0.0,0.0,0.45636583158623945,0.0,0.0760609719310399
TGFB3,FN1,ligand,functional,0.0,0.455206476047721,0.0,0.0,0.0,0.0,0.0758677460079535
TGFB3,ENG,ligand,functional,0.0,0.4541185714260951,0.0,0.0,0.0,0.0,0.07568642857101585
COL3A1,LAIR1,ecm,functional,0.0,0.3101083183464607,0.14324645750744136,0.0,0.0,0.0,0.07555912930898367
RARRES1,NRP2,ligand,functional,0.0,0.0,0.0,0.0,0.24823791574594145,0.20282467620121253,0.075177098657859
EDNRA,COL1A2,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.44932182221065825,0.07488697036844304
IL6,HMOX1,ligand,functional,0.0,0.0,0.0,0.4076202240172701,0.0,0.04093988653814175,0.07476001842590198
FCGRT,LILRB2,cell_adhesion,functional,0.0,0.19286679517321262,0.0,0.0,0.25564271511882797,0.0,0.07475158504867342
LPL,CD44,ecm,functional,0.0,0.44594280636641187,0.0,0.0,0.0,0.0,0.07432380106106865
COL1A1,ITGB5,ecm,functional,0.4455212520877845,0.0,0.0,0.0,0.0,0.0,0.07425354201463075
PTN,TGFB1,ligand,functional,0.0,0.0,0.11074992148415677,0.33291525621374385,0.0,0.0,0.07394419628298343
COL6A3,ITGB4,ecm,functional,0.18991974517778717,0.0,0.0,0.0,0.2464822527322763,0.0,0.07273366631834392
THBS1,ITGB5,ecm,functional,0.43619028117862,0.0,0.0,0.0,0.0,0.0,0.07269838019643667
NPPA,AQP3,ligand,functional,0.43581757488444606,0.0,0.0,0.0,0.0,0.0,0.07263626248074101
FLNA,CHUK,ecm,functional,0.2701615507547108,0.0,0.1655306089661819,0.0,0.0,0.0,0.07261535995348212
EZR,PDPN,ligand,functional,0.0,0.0,0.0,0.4356265411566012,0.0,0.0,0.0726044235261002
PLAT,LRP1,ecm_regulator,functional,0.0,0.0,0.1397958048854096,0.0,0.29576306975207795,0.0,0.07259314577291459
TNXB,ITGB8,ecm,functional,0.14779498045305106,0.0,0.0,0.2866817488564358,0.0,0.0,0.07241278821824781
LYN,FCER1G,cell_adhesion,functional,0.13411374968684348,0.1792302912740983,0.1208196791534141,0.0,0.0,0.0,0.07236062001905931
NOTCH3,JAG2,cell_surface_ligand,functional,0.4340269157083775,0.0,0.0,0.0,0.0,0.0,0.07233781928472958
JAG2,NOTCH3,ligand,functional,0.4340269157083774,0.0,0.0,0.0,0.0,0.0,0.07233781928472957
ACKR3,CXCR4,cell_adhesion,functional,0.0,0.21097413168513313,0.06477304867794798,0.156870739212001,0.0,0.0,0.07210298659584702
TNFSF12,TNFRSF12A,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.4321212534884577,0.07202020891474295
GNAI3,HLA-DRA,cell_adhesion,functional,0.0,0.42802807079312055,0.0,0.0,0.0,0.0,0.07133801179885342
NTN1,ACTB,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.4242591078719258,0.07070985131198763
CCL2,PTGS2,ligand,functional,0.0,0.0,0.0,0.35443856579325667,0.0,0.06618280434993849,0.07010356169053253
BGN,TLR1,ecm,functional,0.0,0.0,0.06383668349945636,0.0,0.17621041766636086,0.18006551540177249,0.07001876942793162
RPS19,C5AR1,ecm,functional,0.0,0.0,0.0,0.0,0.4160899512306705,0.0,0.06934832520511175
ACTA1,PIK3CA,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.41254933332031946,0.06875822222005325
YWHAZ,PIK3CA,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.410691009820988,0.06844850163683133
CLU,TREM2,ligand,functional,0.08232181355759413,0.14661747558302948,0.0,0.0,0.0,0.18041376264503828,0.06822550863094365
S100A8,STAT3,ligand,functional,0.4090147877634156,0.0,0.0,0.0,0.0,0.0,0.0681691312939026
TGFB1,ICAM1,ligand,functional,0.0,0.0,0.11360058111022686,0.29485506500278696,0.0,0.0,0.06807594101883564
DCN,TLR4,ligand,functional,0.0,0.40829799555950064,0.0,0.0,0.0,0.0,0.06804966592658344
EEF1A1,PLCG1,ecm,functional,0.0,0.0,0.0,0.0,0.4071744338981647,0.0,0.06786240564969412
FN1,ITGA9,ecm,functional,0.0,0.4056377705146349,0.0,0.0,0.0,0.0,0.06760629508577248
IGF1,HMOX1,ligand,functional,0.04444734050235218,0.0,0.0,0.15813189024936358,0.11968402164283995,0.08297547374960737,0.06753978769069385
MXRA5,AXL,ligand,functional,0.0,0.0,0.0,0.0,0.13986314518321427,0.26503568376502656,0.06748313815804013
MIF,CD44,ligand,functional,0.4047911597191726,0.0,0.0,0.0,0.0,0.0,0.06746519328652877
THBS2,ITGA8,ecm,functional,0.0,0.09593605658169554,0.0,0.1458320451965889,0.08197801209374216,0.08099473804248047,0.06745680865241785
TIMP3,ADAM17,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.4039379634108712,0.06732299390181186
COL5A1,ITGAV,ecm,functional,0.0,0.0,0.0,0.0,0.40346530999997793,0.0,0.06724421833332965
COL6A2,ITGA10,ecm,functional,0.13457790576780562,0.2677234205818998,0.0,0.0,0.0,0.0,0.06705022105828423
COL6A2,ITGA9,ecm,functional,0.0,0.40176541926347553,0.0,0.0,0.0,0.0,0.06696090321057925
COL1A1,LAIR1,ecm,functional,0.0,0.2745163158224673,0.12649038237415058,0.0,0.0,0.0,0.06683444969943632
EFNB2,PECAM1,ligand,functional,0.0,0.0,0.0,0.0,0.40080860288905423,0.0,0.06680143381484237
PECAM1,EFNB2,ligand,functional,0.0,0.0,0.0,0.0,0.40080860288905423,0.0,0.06680143381484237
FN1,PIK3CA,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.39830252815752054,0.06638375469292009
CCL19,CXCR4,ligand,functional,0.0,0.10263860926344034,0.05578976184018779,0.12580446694832906,0.11281471449273239,0.0,0.0661745920907816
MGP,BMP1,ecm,functional,0.39414405946562625,0.0,0.0,0.0,0.0,0.0,0.06569067657760437
NPPB,NPR3,ligand,functional,0.0,0.3362688347922958,0.05767782062316147,0.0,0.0,0.0,0.06565777590257621
C1QA,CR1,ecm,functional,0.0,0.1589762373354626,0.0,0.0,0.23461027856741296,0.0,0.06559775265047925
CD14,GNA13,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.3914908158437238,0.0652484693072873
SERPING1,SELP,ecm_regulator,functional,0.0,0.3910973460223221,0.0,0.0,0.0,0.0,0.06518289100372035
TNXB,ITGA9,ecm,functional,0.0,0.3897716801414799,0.0,0.0,0.0,0.0,0.06496194669024664
MIF,ACKR3,ligand,functional,0.3882796457443201,0.0,0.0,0.0,0.0,0.0,0.06471327429072002
CLDN1,MMP2,ligand,functional,0.0,0.16735549495545263,0.0,0.12033053922110638,0.10058483803655949,0.0,0.06471181203551975
TGFB1,MMP14,ligand,functional,0.0,0.0,0.11096450078560786,0.2768305603187144,0.0,0.0,0.06463251018405371
MMP14,TGFB1,ecm_regulator,functional,0.0,0.0,0.11096450078560784,0.27683056031871434,0.0,0.0,0.0646325101840537
SPP1,ITGA5,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.3877051573995934,0.06461752623326557
COL6A1,ITGB4,ecm,functional,0.0,0.0,0.0,0.0,0.387428544265014,0.0,0.064571424044169
THBS4,ITGB4,ecm,functional,0.17489180427480733,0.0,0.0,0.0,0.2113744150717425,0.0,0.06437770322442497
CD14,TLR1,cell_surface_ligand,functional,0.0,0.0,0.052845999148444046,0.0,0.1771986049980565,0.1561211474040403,0.0643609585917568
TXN,NR3C1,ecm,functional,0.3854643482987351,0.0,0.0,0.0,0.0,0.0,0.06424405804978918
ANGPTL4,LPL,ligand,functional,0.0,0.3850198595287101,0.0,0.0,0.0,0.0,0.06416997658811835
THBS2,LTBP1,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.3835453814680526,0.06392423024467543
CXCL12,PLCG1,ligand,functional,0.0,0.0,0.0,0.0,0.3791571297133125,0.0,0.06319285495221875
THBS1,ITGB8,ecm,functional,0.08094582387908292,0.0,0.0,0.150195278712882,0.14617995469570733,0.0,0.0628868428812787
FLNA,SPHK1,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.37699778833531156,0.06283296472255193
CXCL12,GNAI3,ligand,functional,0.0,0.3764986958447037,0.0,0.0,0.0,0.0,0.06274978264078394
CCL2,JAK2,ligand,functional,0.1479082149907762,0.0,0.0,0.0,0.22778864571755933,0.0,0.06261614345138926
HAS2,CD44,cell_surface_ligand,functional,0.08324084361107911,0.15824864174961023,0.03595499068957008,0.0,0.0,0.09777500030427926,0.06253657939242312
CCL18,CXCR4,ligand,functional,0.0,0.25137239421959334,0.027964728408201744,0.0,0.09172244365129922,0.0,0.06184326104651572
COL1A1,SOS1,ecm,functional,0.0,0.0,0.14530311398231202,0.0,0.22553268443430283,0.0,0.06180596640276914
COL3A1,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.3706616032836407,0.0,0.06177693388060678
NTN1,MCAM,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.3701131534766633,0.06168552557944388
APOE,SCARB1,ligand,functional,0.0,0.0,0.12755317118976417,0.0,0.2410671893039065,0.0,0.061436726748945104
TNXB,ITGA10,ecm,functional,0.1187577084112451,0.2493051100121953,0.0,0.0,0.0,0.0,0.061343803070573404
PDGFRA,PDGFRB,cell_adhesion,functional,0.3659582973820157,0.0,0.0,0.0,0.0,0.0,0.06099304956366928
PDGFRB,PDGFRA,cell_adhesion,functional,0.3659582973820156,0.0,0.0,0.0,0.0,0.0,0.060993049563669265
COL6A3,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.36595194996159597,0.0,0.060991991660266
ZYX,PIK3CA,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.3656645749356423,0.06094409582260705
SEMA3C,PLXND1,ligand,functional,0.0,0.0,0.0,0.3647989982089976,0.0,0.0,0.06079983303483293
S100A9,AGER,ligand,functional,0.0,0.0,0.05950239157459502,0.1431874785749941,0.1619779361895061,0.0,0.06077796772318254
TGFB1,FCGR3A,ligand,functional,0.0,0.0,0.0,0.364647859468292,0.0,0.0,0.06077464324471533
ADAM17,NOTCH3,ecm_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.3602255017020783,0.06003758361701305
INHBA,TGFBR3,ligand,functional,0.06318110340616774,0.17342244781984242,0.0375744715789634,0.0,0.0,0.08562820131836348,0.05996770402055618
THBS2,ITGA5,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.3589857503653686,0.059830958394228105
ICAM1,PECAM1,ligand,functional,0.3587730348397256,0.0,0.0,0.0,0.0,0.0,0.059795505806620936
HBEGF,CD44,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.35840101388383394,0.05973350231397232
FPR1,ANXA1,cell_surface_ligand,functional,0.11853054884300193,0.2389230720363713,0.0,0.0,0.0,0.0,0.059575603479895545
ANXA1,FPR1,ligand,functional,0.11853054884300193,0.23892307203637128,0.0,0.0,0.0,0.0,0.05957560347989554
ANXA2,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.35676029897884426,0.0,0.059460049829807377
YBX1,TGFB1,ligand,functional,0.0,0.0,0.35651173384441104,0.0,0.0,0.0,0.05941862230740184
COL6A2,ITGA2,ecm,functional,0.0,0.156885821042655,0.0,0.19782655046026326,0.0,0.0,0.0591187285838197
ANXA1,FPR3,ligand,functional,0.0976769256597756,0.0,0.04773448171692724,0.2092815092190812,0.0,0.0,0.05911548609929734
LFNG,NOTCH3,ligand,functional,0.0,0.0,0.127303876721047,0.0,0.2246508786378968,0.0,0.058659125893157305
PDGFRA,STAT3,cell_adhesion,functional,0.34816224952435276,0.0,0.0,0.0,0.0,0.0,0.05802704158739213
INHBA,ENG,ligand,functional,0.0,0.347833016659303,0.0,0.0,0.0,0.0,0.05797216944321717
APOE,LRP6,ligand,functional,0.1904814690262539,0.0,0.156829965967184,0.0,0.0,0.0,0.05788523916557298
HLA-DRB5,CTSS,ligand,functional,0.0,0.34605790884759374,0.0,0.0,0.0,0.0,0.05767631814126562
SERPINB1,STAT3,ecm,functional,0.34529873930830934,0.0,0.0,0.0,0.0,0.0,0.057549789884718226
FGF18,PDGFRB,ligand,functional,0.3447807084115844,0.0,0.0,0.0,0.0,0.0,0.05746345140193074
THBS4,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.34453200487653635,0.0,0.05742200081275606
TNXB,ITGA2,ecm,functional,0.0,0.1529499872889928,0.0,0.18833643940340372,0.0,0.0,0.05688107111539942
COL6A2,ITGB4,ecm,functional,0.3412369432578476,0.0,0.0,0.0,0.0,0.0,0.05687282387630793
LGALS9,MRC2,ligand,functional,0.0,0.3406559634426393,0.0,0.0,0.0,0.0,0.05677599390710655
MSN,CD4,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.3402497419969479,0.05670829033282465
VTN,HSP90AA1,ecm,functional,0.0,0.0,0.0,0.3397348911107401,0.0,0.0,0.05662248185179002
ADAM17,MSN,ecm_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.3376809584894539,0.05628015974824232
PLA2G2A,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.337050034189425,0.0,0.056175005698237496
ITGAV,THY1,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.33697835884216415,0.0,0.056163059807027356
DPP4,FN1,ligand,functional,0.20235081742667724,0.0,0.0,0.1345913181969305,0.0,0.0,0.056157022603934625
FN1,DPP4,ecm,functional,0.20235081742667724,0.0,0.0,0.13459131819693046,0.0,0.0,0.05615702260393462
IL18,FN1,ligand,functional,0.0,0.0,0.0,0.23228191751694016,0.1044965177768564,0.0,0.056129739215632767
COL1A1,PIK3CA,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.33650137771936484,0.05608356295322747
ADAMTS4,VCAN,secreted_enzyme,functional,0.0,0.0,0.0,0.0,0.0,0.336404307962394,0.056067384660399004
CTSB,SPHK1,ecm_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.3362706386903528,0.05604510644839213
TGFB1,GRK2,ligand,functional,0.0,0.0,0.0,0.3358733374898841,0.0,0.0,0.05597888958164735
DCN,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.33283285470732044,0.0,0.05547214245122007
EGFR,DCN,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.3328328547073204,0.0,0.05547214245122006
MMP2,EGFR,ecm,functional,0.0,0.0,0.0,0.0,0.33283230508262296,0.0,0.055472050847103826
HLA-DRA,LAG3,ligand,functional,0.06876538685796221,0.0,0.04501366071192931,0.21854913573049656,0.0,0.0,0.05538803055006467
SPP1,ITGAV,ligand,functional,0.0,0.0,0.0,0.0,0.3320200472082982,0.0,0.055336674534716364
COL1A2,ITGB8,ecm,functional,0.14895261930983172,0.0,0.0,0.0,0.18274902124530187,0.0,0.05528360675918894
CCL5,CXCL12,ligand,functional,0.0,0.0,0.10049764534446284,0.0,0.2294328739914761,0.0,0.05498841988932316
GNAI1,HLA-DRB1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.3299086044220218,0.0,0.0549847674036703
CD86,HLA-DRA,cell_surface_ligand,functional,0.06985938041044179,0.0,0.037773232745526686,0.2222094676668312,0.0,0.0,0.054973680137133274
HLA-DRA,CD86,ligand,functional,0.06985938041044178,0.0,0.03777323274552669,0.2222094676668312,0.0,0.0,0.054973680137133274
SPP1,ITGA8,ligand,functional,0.0,0.06062208308915621,0.02376615577986988,0.105277473610126,0.061497377085348505,0.07852270560523998,0.0549476325282901
SPP1,ITGA3,ligand,functional,0.0,0.0,0.10468047360868218,0.222907670217419,0.0,0.0,0.05459802397101687
ICAM1,MUC1,ligand,functional,0.0,0.11936740444077269,0.043851952237223935,0.16292088351521763,0.0,0.0,0.05435670669886905
COL6A3,ITGA8,ecm,functional,0.0,0.17844097958210606,0.0,0.0,0.14751586510647874,0.0,0.0543261407814308
CXCL14,CXCR4,ligand,functional,0.0,0.1586991020739135,0.026310186973347183,0.06515431351298342,0.07463692308045454,0.0,0.054133420940116445
CD209,ICAM3,ligand,functional,0.10036652656442256,0.0,0.0,0.0,0.2205503034903213,0.0,0.05348613834245731
ICAM3,CD209,ligand,functional,0.10036652656442256,0.0,0.0,0.0,0.22055030349032126,0.0,0.0534861383424573
GFAP,ACTB,cell_adhesion,functional,0.0,0.15367424350154138,0.0,0.0,0.16598176667663328,0.0,0.05327600169636245
COL3A1,ITGA10,ecm,functional,0.0844752388572797,0.1964131797520945,0.03854424548241879,0.0,0.0,0.0,0.053238777348632166
HLA-DMB,CTSS,ligand,functional,0.0,0.15557493321461713,0.0,0.1629129853338634,0.0,0.0,0.05308131975808009
GNAI1,HLA-DRA,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.3177234742723818,0.0,0.052953912378730296
COL3A1,ITGA9,ecm,functional,0.0,0.3174604324667299,0.0,0.0,0.0,0.0,0.05291007207778831
HLA-DMA,CTSS,ligand,functional,0.0,0.0,0.08195325671804857,0.23500628805667262,0.0,0.0,0.05282659079578687
PGF,PDGFRB,ligand,functional,0.3160687166884811,0.0,0.0,0.0,0.0,0.0,0.05267811944808018
TNFRSF1A,CHUK,ligand,functional,0.18540811374423039,0.0,0.13055229608250754,0.0,0.0,0.0,0.05266006830445632
FN1,EGFR,ecm,functional,0.0,0.0,0.0,0.0,0.3148215103913406,0.0,0.0524702517318901
